iter	Logloss
204	0.1542839912
205	0.1540781626
206	0.1537132081
207	0.153713116
208	0.1537108842
209	0.1537082037
210	0.1534711393
211	0.1534660967
212	0.1534608109
213	0.1534589498
214	0.1534061792
215	0.1530685628
216	0.1528584317
217	0.1528182096
218	0.1528173162
219	0.1522388677
220	0.1521139965
221	0.1520077079
222	0.1518409492
223	0.151766155
224	0.1513835023
225	0.1513711199
226	0.1512123613
227	0.1512099749
228	0.1511635388
229	0.1508877202
230	0.1508856363
231	0.1507339285
232	0.1506089764
233	0.1506089649
234	0.1506053474
235	0.1504567143
236	0.1504509264
237	0.1503999943
238	0.150392414
239	0.1503771909
240	0.1503713051
241	0.1501308216
242	0.1501189367
243	0.1500450376
244	0.150044486
245	0.1500367921
246	0.1500281078
247	0.1499899256
248	0.1498227514
249	0.1498215357
250	0.1497941046
251	0.1497930433
252	0.149789076
253	0.1496953044
254	0.149626587
255	0.1496256443
256	0.1493845349
257	0.1490944478
258	0.1490935549
259	0.1490884164
260	0.1490504749
261	0.149049812
262	0.1490478273
263	0.1490468256
264	0.1489772698
265	0.1486546902
266	0.1486094003
267	0.1486035788
268	0.1485070716
269	0.1481651851
270	0.1481646717
271	0.1480415293
272	0.1480130226
273	0.1479189041
274	0.1478436337
275	0.147841958
276	0.1478406791
277	0.1478241445
278	0.147713439
279	0.1476732183
280	0.147650475
281	0.1476504735
282	0.1475479247
283	0.1473489309
284	0.1473456423
285	0.1473116806
286	0.1473084461
287	0.1472936646
288	0.1472734335
289	0.1472706866
290	0.1472695302
291	0.1472587842
292	0.1472474989
293	0.1472431782
294	0.1471289373
295	0.1470638508
296	0.1468038612
297	0.1468038612
298	0.146801989
299	0.1466832758
300	0.1465596012
301	0.1465574041
302	0.1465535445
303	0.146385251
304	0.1463848557
305	0.1463326354
306	0.1463322675
307	0.1462501948
308	0.1462324192
309	0.1462245231
310	0.1461277594
311	0.1461121611
312	0.146106063
313	0.1461026005
314	0.1460933951
315	0.1460291699
316	0.1459178514
317	0.1457894031
318	0.145789398
319	0.1457880958
320	0.1456810337
321	0.1455292374
322	0.1455281251
323	0.1455281205
324	0.1455259105
325	0.1455170122
326	0.1455168999
327	0.145512748
328	0.1454371761
329	0.1454361461
330	0.1454330367
331	0.1454320913
332	0.1454275266
333	0.1454272564
334	0.1453886214
335	0.1453280287
336	0.1453217832
337	0.1453042965
338	0.1452669798
339	0.1452669444
340	0.1452145335
341	0.1452113584
342	0.1452037008
343	0.1450417757
344	0.1450349832
345	0.1450276401
346	0.1450268958
347	0.145026891
348	0.1449578815
349	0.144943132
350	0.1448375241
351	0.1448276878
352	0.1448229777
353	0.1448005904
354	0.1447230951
355	0.1447166507
356	0.1447028974
357	0.1447028741
358	0.1447027936
359	0.1447027845
360	0.144701535
361	0.1446993987
362	0.144698067
363	0.1446738153
364	0.144670011
365	0.14466008
366	0.1446562447
367	0.1446174939
368	0.1446079349
369	0.1446035807
370	0.1444787404
371	0.1444696949
372	0.1444630674
373	0.1443801051
374	0.1442771741
375	0.1442667066
376	0.1442658147
377	0.1442624084
378	0.1442481744
379	0.1442481733
380	0.1442430609
381	0.1442301996
382	0.1442183654
383	0.1441065549
384	0.1441064241
385	0.1438857871
386	0.1438836884
387	0.1438756629
388	0.14387367
389	0.1438699677
390	0.143869594
391	0.143867255
392	0.1438571833
393	0.1438563587
394	0.1438421535
395	0.1438386704
396	0.1438364383
397	0.1438308242
398	0.1438307996
399	0.1438257601
400	0.143815055
401	0.1437737266
402	0.1437621809
403	0.1437604095
404	0.1437281612
405	0.143710184
406	0.1437010867
407	0.1436700104
408	0.1436026738
409	0.1435440246
410	0.1435071804
411	0.1435071486
412	0.1435038699
413	0.1434986616
414	0.1434868237
415	0.143484688
416	0.1434800123
417	0.1434784246
418	0.1434737968
419	0.1434701132
420	0.1434526773
421	0.1434468912
422	0.1433771598
423	0.1433747247
424	0.1433528531
425	0.1433513132
426	0.1433169814
427	0.1432340576
428	0.1432313803
429	0.1432000639
430	0.1431976476
431	0.1431937238
432	0.1431772591
433	0.1431742775
434	0.1431144415
435	0.1431096651
436	0.1431068943
437	0.1431062907
438	0.1431037229
439	0.1430220306
440	0.1429285471
441	0.1429034176
442	0.1428576438
443	0.1428561415
444	0.1427423741
445	0.1426560723
446	0.1426521358
447	0.1426459082
448	0.1426399339
449	0.1425885478
450	0.1424919671
451	0.1424881841
452	0.1424306074
453	0.1423346823
454	0.1423329353
455	0.1422807911
456	0.1422060806
457	0.1422045805
458	0.1421538667
459	0.142153802
460	0.1421488461
461	0.1420754447
462	0.1420500467
463	0.1420495376
464	0.1420446468
465	0.1420446404
466	0.1420354115
467	0.1420318245
468	0.1420007309
469	0.1419968867
470	0.1419926637
471	0.1419837886
472	0.141983771
473	0.1419807973
474	0.1419781818
475	0.1418378082
476	0.1417741314
477	0.141765778
478	0.1417361838
479	0.1417232823
480	0.1417201948
481	0.141715097
482	0.1417108445
483	0.1417069682
484	0.14170385
485	0.1417013118
486	0.1416148394
487	0.1416065488
488	0.1416002219
489	0.1415995155
490	0.1414809799
491	0.141452616
492	0.1414184652
493	0.1414154963
494	0.1413780413
495	0.1413768633
496	0.1413726257
497	0.1413708635
498	0.1413694914
499	0.1413694636
500	0.1412848741
501	0.1412815085
502	0.1412775014
503	0.1412756646
504	0.1412685799
505	0.1412612733
506	0.1412568795
507	0.1412556093
508	0.141254919
509	0.1412540932
510	0.1412267052
511	0.14122501
512	0.141175582
513	0.1411716178
514	0.1411682163
515	0.1410136013
516	0.140870352
517	0.1408688151
518	0.1408664144
519	0.1408641383
520	0.1408577347
521	0.1408559889
522	0.140853048
523	0.1408514979
524	0.1407791218
525	0.1407773594
526	0.1407746165
527	0.1407713874
528	0.1407642407
529	0.1407630298
530	0.1407350899
531	0.1406724716
532	0.1405675654
533	0.1405663065
534	0.1405638481
535	0.1405286043
536	0.1405135383
537	0.1405105006
538	0.1405039596
539	0.1404817096
540	0.14048087
541	0.14048052
542	0.1404573156
543	0.1404529234
544	0.140388644
545	0.1402840023
546	0.1402814067
547	0.1402746738
548	0.1402622184
549	0.1402573038
550	0.1402530544
551	0.1402508867
552	0.1402485695
553	0.1402442041
554	0.1402407936
555	0.1401988108
556	0.1401931853
557	0.1401904938
558	0.1401879891
559	0.140184965
560	0.1401806449
561	0.1401671978
562	0.1401657021
563	0.1401638387
564	0.140162444
565	0.1401548712
566	0.1401524841
567	0.1401492806
568	0.1401152823
569	0.1401128635
570	0.1401089746
571	0.1401044131
572	0.1400815303
573	0.1400792994
574	0.1400778391
575	0.1400751727
576	0.1400746013
577	0.1400712412
578	0.1400706046
579	0.1400662616
580	0.1400641105
581	0.1400611751
582	0.1400611684
583	0.1400570017
584	0.140050756
585	0.1400302196
586	0.140028236
587	0.1399636948
588	0.1399583852
589	0.1399541579
590	0.1399334289
591	0.1399318513
592	0.1398624091
593	0.139859141
594	0.139856228
595	0.1397735558
